Description,Sentiment_Analysis,Polarity,Topic
degilde corona acunn medyaya yaradi türkiye oturmus survivor izliyor survivor2020,-1,-0.9821817278862,kultur 
son dakika haberi bakan koca türkiye günlük corona virüsü tablosu vaka ölü sayisini açikladi 10 mayis pazar türkiye corona virüs koronavirüs vaka iyilesen ölü sayisi son durum,-1,-0.971743106842041,saglik 
harunoz hocam benim bildigim ikinci dalga vakanin artmasi degil vakalarin 0’a düsüp 12 ay sonra tekrar vakalarin olmasi mayis sonu hazirana kadar iyice düser sonra türkiye dünya sürü bagisikligi yapacak baska çaresi yok dünyanin buyuk ekonomisi abd’de bile sirf corona,-1,-0.9922017455101013,ekonomi 
türkiye abd tahvillerini bozdurup altin almistir abd’deki 33 ton altinini türkiye getirir derken dünyayi corona belasi sarar abd corona nedeniyle sikisan piyasalari rahatlatmak 1 fed 5 trilyon dolar…,-1,-0.9445347189903259,ekonomi 
son dakika haberi bakan koca türkiye günlük corona virüsü tablosu vaka ölü sayisini açikladi 10 mayis pazar türkiye corona virüs koronavirüs vaka iyilesen ölü sayisi son durum,-1,-0.971743106842041,saglik 
harunoz türkiye’de günlük toplam ölüm 1300’e yakin hocam su an corona sebebiyle ölen 4 bile degil ölenlerinde birinin hastaligi var nerdeyse corona olmasa basla sebeplerle ölme ihtimali yüksek kisiler sizde biliyorsunuz hiçbir sorunu olmayip ölenler ölenler içinde 1,-1,-0.6065090298652649,saglik 
türkiye satranç federasyonu ailesi olarak hepimiz hepimize bir telefon kadar yakiniz paylastikça birbirimize destek oldukça büyüyecegiz güçlenecegiz corona’yi birlikte mat edecegiz sevgiyle… saglikla… görüsmek üzere…,1,0.9966066479682922,spor 
son dakika haberi bakan koca türkiye günlük corona virüsü tablosu vaka ölü sayisini açikladi 10 mayis pazar türkiye corona virüs koronavirüs vaka iyilesen ölü sayisi son durum,-1,-0.971743106842041,saglik 
“sizlere sikinti veriyorsak özür dilerim” “türkiye corona sonrasi dünya sisteminde yerini alacak” “türkiye’nin basarisi birilerini rahatsiz ediyor” “türkiye corona sonrasi ab’ye girme yolundadir” “corona yönetiminde türkiye ekonomi istikrar kalkaniyla iyi sinav verdi”,1,0.8371361494064331,ekonomi 
doktor milletvekilinden flas iddia virüs suudi arabistan kaynakli iyi parti milletvekili ayni zamanda doktor olan aytun çiray türkiyedeki corona virüsü salginina olan virüsün suudi arabistan kaynakli gazetesozcu gazetesozcu araciligiyla,-1,-0.9959757924079895,dunya 
sondakik sondakika habercoronatürkiye 10 mayis 2020 corona vaka sayisi,1,0.9582995772361755,teknoloji 
türkiyede10 mayis günlük corona virüs vaka sayisi açiklandi,-1,-0.9582892060279846,saglik 
corona vaka tablosunun il il verilmesi evdekal lobisinin etkisi olmali türkiye geneli verildikten sonra il il tablo verilmeli ülkenin 50sinde vaka yok nerdeyse kisitlilik sürdürülüyor istemeyen evinden çikmaz,-1,-0.9962777495384216,siyaset 
corona zamaninda online konferanslarin büyük bölümü ekonomi psikoloji ilgili hasbelkader kafayi bulup tasarruf edersin tüketim ekonomisinden vazgeçersin kapitalizm tecrübeli almanyada camii türkiyede avm futbol açtirir,0,0.5523087978363037,ekonomi 
türkiye’de bugün corona virüsünden 47 kisi hayatini kaybetti toplam can kaybi 3786 oldu,-1,-0.9950599074363708,saglik 
koronavirüs dünyada 4 milyon 153 binden fazla kisiye bulasti corona coronavirus coronaviruspandemic korona koronavirus abd türkiye ingiltere italya fransa almanya iran brezilya belçika ispanya,0,-0.5536044239997864,teknoloji 
artvinde corona virüsü bitti herkese tesekkür ediyoruz 13052020 tarihinde bildigim kadariyla yasak kalkacak sosyal mesafeyi hala koruyacagiz insallah türkiyeden gider,-1,-0.9387107491493225,teknoloji 
türkiye annelergünü mothersday covid evdekal evdekaltürkiye hayatevesigar evdehayatvar koronagünleri birliktebasaracagiz korona koronavirüsü covid19 covid covid19 covid19tr virüs corona coronavirüsü coronaturkiye stayhome myhome athome vsco vscoturkey,1,0.8691099882125854,teknoloji 
son dakika türkiyedeki güncel corona verileri açiklandi,1,0.9618673920631409,teknoloji 
arada corona salginindan basariyla çikan ülkelerin dünyadaki yildizi birden parlayacak önemleri artacakmis türkiye bunlardan olma yolundaymis bir üreten bir türkiye oldugu vurgulaniyor,1,0.9499250054359436,teknoloji 
hangi filmden bir sahne mükemnel olmus “türkiye’de corona” belgeseli çekildiginde kare yerini alsin,-1,-0.8757942914962769,kultur 
türkiye’de corona virüs son 24 saatte 47 can kaybi,-1,-0.995904803276062,teknoloji 
türkiye’deki güncel corona verileri açiklandi,1,0.9708911180496216,teknoloji 
türkiye’de bugün corona virüsünden 47 kisi hayatini kaybetti toplam can kaybi 3786 oldu,-1,-0.9950599074363708,saglik 
corona virüsünde son durum türkiyenin hediye maskeleri almanyayi karistirdi haberi alman eyalet hannover maske türkiye sondakika haber haberler haberverme,-1,-0.9245281219482422,teknoloji 
son dakika… türkiye’deki güncel corona verileri açiklandi 10 mayis 2020,1,0.990649938583374,teknoloji 
10 mayis itibari türkiyede covid19 covid19 coronavirus evdekal hayatevesigar birliktebasaracagiz birlikteyenecegiz yksertelevirusuyayma sondakikahaber sondakika sokagacikmayasagi coronavirus corona sinavtemmuzsonu annelergünü,1,0.912140965461731,teknoloji 
10 mayis itibari grafiklerle türkiye koronavirüs tablosu evdekal hayatevesigar sondakika koronatürkiye koronavirus yksertelevirusuyayma sokagacikmayasagi covid19 covid corona coronavirus coronatürkiye annelergünü sinavtemmuzsonu,1,0.9762749671936035,teknoloji 
turizm bakani türkiye’ye gelen yolcuya ‘corona’ testi uygulanacak,-1,-0.6018463373184204,ekonomi 
türkiye profesyonel futbolcular dernegi corona virüs testi pozitif çikan kulüblere geçmis olsun dilegi mesaji yayinlarken fenerbahçeye listede yer vermedionlarin insanliktan nasibini almamis fenerbahçe garezi olan insanlarin agirlikli bir dernek oldugu alanen ortaya çikti,-1,-0.9909266829490662,spor 
10 mayis koronavirüs tablosu türkiye corona virüsü son dakika vaka sayisi koronavirüsten bugün kaç kisi öldü gündem türkiyeneler yapilmis video haber video paysasimi newturkeyinfo araciligiyla,1,0.7112587690353394,teknoloji 
türkiyede halk cani ugrasirken 3 bine yakin insanin hakkin rahmetine kavustugu corona virüsü sebebiyle türkiyede siyaset pesinde kosan chp yi türkiye cumhuriyeti vatandasi olarak kiniyorum sizi allaha havale ediyorum,-1,-0.9950037002563477,siyaset 
türkiye konu olunca demokrasi ifade özgürlüyü nareleri atanlar bunu görmezden gelir alman içisler çalisani corona önlemlerini elestirince sorusturma baslatildi covidiots,1,0.8162669539451599,dunya 
türkiye’de ‘corona’ ilacina izin,-1,-0.9722768068313599,saglik 
türkiyede corona virüs kaynakli can kaybi 3786ya yükseldi bursabasin araciligiyla,-1,-0.997462809085846,teknoloji 
türkiye’deki güncel corona verileri açiklandi 10052020 via covidhaberleri hazalkaya sikkim aysenurarslantutuklansin sinavtemmuzsonu cbünilerdeneleroluyor haksizkazancdegil16yillikemek cemil barlas kazadegilcinayet akinakinözü,-1,-0.8331552147865295,teknoloji 
son dakika… türkiye’deki güncel corona verileri açiklandi gazetesozcu gazetesozcu araciligiyla,1,0.9337332248687744,teknoloji 
koronavirüs salgininda ölenlerin sayisi 3 bin 786ya ulasti saglik bakani dr fahrettin koca twitter hesabindan yaptigi açiklamada türkiyenin günlük koronavirüs kovid19 tablosunu paylasti corona vaka138657 kayip47,-1,-0.9889869689941406,saglik 
koronavirüs salgininda ölenlerin sayisi 3 bin 786ya ulasti saglik bakani dr fahrettin koca twitter hesabindan yaptigi açiklamada türkiyenin günlük koronavirüs kovid19 tablosunu paylasti corona vaka138657 kayip47,-1,-0.9889869689941406,saglik 
türkiyede corona virüs son 24 saatte 47 can kaybi,-1,-0.9962785243988037,teknoloji 
korona virüs türkiye günlük raporu corona korona coronavirus koronavirüs coronaturkey koronatürkiye tatvan bitlis ahlat güroymak norsin adilcevaz mutki evdekal evdekaltürkiye evdehayatvar hayatevesigar evdekalhayattakal evdekalhareketsizkalma,-1,-0.6002157926559448,teknoloji 
türkiye’de corona virüs son 24 saatte 47 can kaybi,-1,-0.995904803276062,teknoloji 
‘corona’ türkiye’de 47 can aldi 1542 yeni vaka var 3 bin 211 kisi iyilesti gtgt sondakika haber sondakikahaber haberler,1,0.7935949563980103,dunya 
corona tablosunu türkiye geneli vermek yanlis bir yol il il verilmeli öyle iller var vaka 0sifir istanbul merkezli düsünüldügü yer istanbula baglanmis durumda istanbul vakanin oldugu illerde kisitlamalar artirilir girisçikis zorlastirilir,-1,-0.99528568983078,ekonomi 
türkiyede 10 mayis günlük corona virüs vaka sayisi açiklandi vaka sayisindaki düsüs devam ediyor,-1,-0.9953547716140747,saglik 
evdekal koronavirüsü korona salgin dikkat 14günkurali coronavirüsü türkiye istanbul corona virüs virus haber coronavirüs ümraniye ümraniyeçarsi ümraniyebelediyesi çekmeköy sarigazi sancaktepe…,-1,-0.9243102669715881,teknoloji 
türkiye’de son 24 saatte koronavirüs kaynakli 47 can kaybi koronawirus covid covid2019 corona coronavirus,-1,-0.94829261302948,teknoloji 
türkiyede 10 mayis günlük corona virüs vaka sayisi açiklandi vaka sayisindaki düsüs devam ediyor,-1,-0.9953547716140747,saglik 
saglik bakani koca’dan son dakika açiklama koronavirüs 10mayis 10mayis vaka korona corona türkiye turkiye sondakika dunya haber,1,0.966874897480011,saglik 
son dakika türkiyedeki güncel corona verileri açiklandi gtgt sondakika haber sondakikahaber haberler,1,0.9459036588668823,teknoloji 
türkiyede corona virüsten son 24 saate 47 kisi hayatini kaybetti,-1,-0.9902336597442627,teknoloji 
son dakika… türkiye’deki güncel corona verileri açiklandi,1,0.9778823852539062,teknoloji 
türkiyede coronanin seyri,-1,-0.9556828141212463,kultur 
iste türkiyenin son 10 günlük corona virüs tablosu,-1,-0.8609022498130798,teknoloji 
türkiye’deki güncel corona verileri açiklandi,1,0.9708911180496216,teknoloji 
son dakika… türkiye’deki güncel corona verileri açiklandi 10 mayis 2020,1,0.990649938583374,teknoloji 
saglik bakani koca türkiye’deki güncel corona verilerini açikladi,1,0.8871761560440063,saglik 
10 mayis 2020 türkiye geneli koronavirüs salgininda son durum toplam test 1370598 toplam vaka 138657 toplam vefat 3786 toplam iyilesen 92691 tedbirlere riayet edelim evde kalalim saglikli kalalim evdekal vaka138657,-1,-0.8296658396720886,saglik 
türkiyede 10 mayista covid19dan 47 toplamda 3786 kisi öldü istanbulgercegi saglikbakanligi drfahrettinkoca koronavirüs saglik yasam coronavirüs pazar vaka138657 turkey maske eldiven corona covid19,-1,-0.8066645264625549,saglik 
grafiklerle türkiye’nin ‘corona’ tablosu,1,0.997895359992981,kultur 
türkiyede 10 mayista covid19dan 47 toplamda 3786 kisi öldü istanbulgercegi saglikbakanligi drfahrettinkoca koronavirüs saglik yasam coronavirüs pazar vaka138657 turkey maske eldiven corona covid19,-1,-0.8066645264625549,saglik 
türkiyede 10 mayista covid19dan 47 toplamda 3786 kisi öldü istanbulgercegi saglikbakanligi drfahrettinkoca koronavirüs saglik yasam coronavirüs pazar vaka138657 turkey maske eldiven corona covid19,-1,-0.8066645264625549,saglik 
türkiyede 10 mayista covid19dan 47 toplamda 3786 kisi öldü istanbulgercegi saglikbakanligi drfahrettinkoca koronavirüs saglik yasam coronavirüs pazar vaka138657 turkey maske eldiven corona covid19,-1,-0.8066645264625549,saglik 
10 mayis 2020 türkiye corona virüs rakamlari,-1,-0.9672788381576538,teknoloji 
türkiyede 10 mayista covid19dan 47 toplamda 3786 kisi öldü istanbulgercegi saglikbakanligi drfahrettinkoca koronavirüs saglik yasam coronavirüs pazar vaka138657 turkey maske eldiven corona covid19,-1,-0.8066645264625549,saglik 
son dakika… türkiye’deki güncel corona verileri açiklandi,1,0.9778823852539062,teknoloji 
son dakika… türkiye’deki güncel corona verileri açiklandi 10 mayis 2020,1,0.990649938583374,teknoloji 
türkiye’de vaka sayisi 138 bin 657’ye can kaybi 3 bin 786’ya yükseldi tablo neredeyse dünle ayni oldu iyilesenlerin sayisinda olsa artis var corona coronavirus coronavirusoutbreak korona koronawirus koronavirüs covid19 pazar,-1,-0.9756308197975159,saglik 
türkiye’de corona’dan can kaybi sayisi 3 bin 786 oldu,-1,-0.9850016832351685,dunya 
türkiyede corona virüsü vefat vaka sayisi kaç oldu,-1,-0.9912781119346619,saglik 
son durum 10052020 corona covid19 türkiye corona coronavirus koronavirus coronaturkiye olumhaberi koronaturkiye,1,0.7588528394699097,teknoloji 
sondakika türkiyede corona virüsten can kaybi 47 artarak 3786 oldu,-1,-0.9921364188194275,teknoloji 
son dakika saglik bakanliginin güncel corona virüsü tablosuna göre türkiyedeki vaka sayisi 138 bin 657 can kaybi 3786 yogun bakim hasta sayisi 1154 oldu,-1,-0.9955601692199707,saglik 
‘corona’ türkiye’de 47 can aldi 1542 yeni vaka var 3 bin 211 kisi iyilesti,-1,-0.9573572874069214,saglik 
türkiye’de bugün corona virüsünden 47 kisi hayatini kaybetti toplam can kaybi 3786 oldu,-1,-0.9950599074363708,saglik 
sondakika corona virüste son durum türkiye’de son 24 saatte 47 kisi hayatini kaybetti haber coronavirus,-1,-0.7971471548080444,teknoloji 
corona virüste son durum türkiyede son 24 saatte 47 kisi hayatini kaybetti,-1,-0.963101863861084,teknoloji 
enbüyükvakasintff türkiye fatih fedarasyonutff ligler oynanacak diyorsa lig oynanacak yapacak birsey yok yalniz nihat özdemir beyi maçlarda muhakkak protokol tribünlerinde online olmayan ortamlarda basin toplantilarinda görmek istiyoruznasil olsa corona ülkemizde yok,1,0.8016250133514404,spor 
türkiye’de corona virüste son durum bugün 47 kisi hayatini kaybetti sondakika,-1,-0.776580274105072,teknoloji 
türkiye corona virüs vakalari 10 mayis corona saglik türkiye türkiyecoronavirüsvakalari10mayis türkiyecovid19,-1,-0.9390265345573425,teknoloji 
sondakika corona virüste son durum türkiyede son 24 saatte 47 kisi hayatini kaybetti,1,0.7196044921875,teknoloji 
türkiye’de günlük corona testpozitif vaka orani •03 mayis — oran 695 •04 mayis— oran 451 •05 mayis— oran 550 •06 mayis — oran 743 •07 mayis — oran 650 •08 mayis —oran 548 •09 mayis — oran 434 •10 mayis — oran 426 coronavirus,1,0.7041448354721069,saglik 
türkiye’de corona virüste son durum açiklandi,-1,-0.9716967344284058,teknoloji 
bastaci anne anneadaylarinin annelergünü kutlu olsun iyi iyikivarsiniz varsin varsiniz ilaydaabajur türkiye turkiye turkey in antalya corona günleri ilayda abajur aydinlatma,1,0.8312211036682129,saglik 
basari muratpasa’mizin antalya’mizin basarisidir gurur hepimizin sevgili komsularim korona’ya karsi mücadelede türkiye’nin basarili ilçe belediyesi olduk covid19 koronavirues corona,1,0.9745916128158569,ekonomi 
türkiye artik kendi kendine yetebiliyor corona asisi hayvanlar üzerinde deneniyor,-1,-0.8497463464736938,teknoloji 
basari muratpasa’mizin antalya’mizin basarisidir gurur hepimizin sevgili komsularimiz korona’ya karsi mücadelede türkiye’nin basarili ilçe belediyesi olduk corona covid19 koronavirues,1,0.9768640398979187,ekonomi 
“memleket masasinda toplanmamiz lazim” corona virüsü salginina türkiyenin sikintili bir süreçte yakalandigini ifade eden aksener pandemi sonrasiyla ilgili olarak siyaset kurumunun önlem almasi gereken bir döneme girdigimizi belirtti aksener su ifadeleri kullandi,-1,-0.771091639995575,siyaset 
son dakika türkiye günlük corona virüsü tablosu vaka ölü sayisi kaç oldu 10 mayis pazar türkiye corona virüs koronavirüs vaka iyilesen ölü sayisi son durum,-1,-0.976527988910675,saglik 
erken seçimi gündeme tasima gayretleri corona virus pandemisi firsatçiligindatürkiye ekonomisine saldirilar paralelinde yerli isbirlikçilerin ekonomiksosyaltoplumsal kaos karamsarlik yaratmaderinlestirme ortamdan iktidar devsirme çabasidirbu oyuna millet gelmez,-1,-0.9981976747512817,ekonomi 
dbdevletbahceli türkiyenin nasil bir durumda oldugunu anlatmissinizçalisacak fabrikayok is yok merkez bankasi yok içinde parayok enflasyon 80 issizlik 25 bütçe açigi evlere senlikberat albayrak yapsin bundan iyisi sam kayisi corona virüsü atin bütün suçu,-1,-0.9971640706062317,ekonomi 
türkiye bisiklet federasyonu corona virüs salgini sebebiyle 6 temmuz 2020 tarihine kadar olan faaliyetlerini ertelemistir yeni yaris takvimi ilerleyen dönemde paylasilacaktir covid19 erteleme takvim…,-1,-0.8714948296546936,spor 
su bebegi takmissiniz üzerinizde efil efil kiyafetler kankalarinizla bulusup bir cafeye oturmaya gidiyorsunuz deli muhabbet var yakindir umudumuzu kaybetmiyoruz corona türkiye survivor2020,1,0.984962522983551,teknoloji 
hayatin döneminde yol gösteren bize destek olan psikologlarimizin dünya psikologlar günü kutlu olsun mersinsistemcerrahitipmerkezi maske pandemi covid19 salgin corona who dsö türkiye saglik virüs korona beraberbasaracagiz dünyapsikologlargünü,1,0.9536105990409851,saglik 
turizm bakani türkiye’ye gelen yolcuya corona testi uygulanacak,0,-0.5933868885040283,ekonomi 
haber iletisim baskani altun’dan yabanci basinda türkiye’nin corona virüs mücadelesinin görülmemesine tepki,-1,-0.9947313070297241,teknoloji 
canli konsey’e davetlisiniz covid19 pandemisi yönetiminde türkiye italya amerika’daki güncel durum covid19 koronavirus corona coronavirus covid19 eczaci eczacilartakiplesiyor eczacinagüven,1,0.9707590937614441,teknoloji 
türkiye’de corona virüsü salgini nedeniyle 50 gündür devam eden 65 yas üstü vatandaslar sokaga çikma yasagina bugün ilk ara verildi 65 yas üstüne sabah 1100’den itibaren 4 saatlik sokaga çikma izni verildi canli blog,0,-0.5533298850059509,dunya 
tff saglik kurulu üyesi mete düren idmanlar protokole aykiri türkiye futbol federasyonu saglik kurulu üyesi prof dr mete düren corona virüsü sonrasinda süper lige dönüs hazirlanan kamuoyuyla paylasilan protokole kulüplerin uymadigini belirtti,-1,-0.989726185798645,spor 
turizm bakani türkiye’ye gelen yolcuya corona testi uygulanacak,0,-0.5933868885040283,ekonomi 
çanakkalede bir tek halkin içinde türkiyede 11 mart 2020 tarihinde ilk görülen corona virüsü etkisini sürdürürken çanakkalede hemen gün yapilan çalismalari denetleyen yönlendiren süreçte esnaf vatandaslarin yaninda durarak göz dolduran tek isim,1,0.8875640034675598,siyaset 
cumartesi günü mannheim türk caddesinin halibu türkler corona kendilerine islemiyor saniyor galibaha birde müzigi türkiyede açsam linç ederler burda anca içinden küfredebiliyorlar,0,0.5053663849830627,kultur 
rterdogan bir cumhurbaskani düsünün tvde sirf halkinin sagligi düsündügü içinhalkimiza istemeden corona virüs sürecinde verdigimiz sikintidan dolayi üzür dileriz diyecek kadar mütevazi rabbim sizi türkiye’mizin basindan eksik etmesin türlü kötülük ser hainlikten korusun,0,-0.5264735221862793,siyaset 
ölüm listesi duyuranlar cenazeye saldiranlar türkiye gidiyor corona tehlikesi sürerken avmler açiliyor normallesme mi salgina davetiye mi anketlerde oylari düsen akp seçim sistemini mi degistirmek istiyor ayeyldrm29 kemalgoktas 7 gün 2000de arti tvde,-1,-0.9282383322715759,siyaset 
rterdogan corona bile türkiye’nin ilerlemesini durdurmadi büyüksün rterdogan baskanim,1,0.9096099138259888,siyaset 
haziran basindan itibaren türkiyede havalimanlarinda corona testi yapilacakmis,1,0.8514261245727539,ekonomi 
turizm bakani türkiye’ye gelen yolcuya corona testi uygulanacak,0,-0.5933868885040283,ekonomi 
corona ölümleri durdurulamiyor türkiye’de can kaybi 1518’e yükseldi,-1,-0.981005072593689,dunya 
2nüfusa göre virüse yakalanmada basarisiz ispanya 5620 amerika 4070 italya 3610 ingiltere 3171 kisi1 milyon nüfusa göre virüse yakalanmada basarili çin 58 brezilya 734 iran 1265 rusya 1437 türkiye 1626kisi1 milyon covid corona korona salgin coronaviruspandemic,-1,-0.9011988639831543,teknoloji 
takke düstü kel göründü muharrem sarikaya sordu utanmaz yalan ortaya çikti türkiye cumhuriyeti tarihinin beceriksiz yeteneksiz kisiliksiz futbol federasyonu corona salginina ragmen ligleri baslatma karari almis karari açiklarken,-1,-0.9992900490760803,spor 
son dakika… bakan koca açikladi iste türkiyedeki güncel corona verileri 07052020 haberi sondakika haber haberler haberverme,1,0.8778494000434875,teknoloji 
anlamayanlar anlayanlara anlatsinlar tehlikenin farkinda misiniz hedef türkiye virüs degil bir plan abdnin raporunda türkiye var corona virüsün pandemi ilân edilmesi bahâne asil olan biyoterör saldirisi olmasini kâmufle etmekti basardilar rte,-1,-0.9698649048805237,teknoloji 
yillardir diyoruz hedef türkiye virüs degil bir plan abdnin raporunda türkiye var corona virüsün pandemi ilân edilmesi bahâne asil olan biyoterör saldirisi olmasini kâmufle etmekti basardilar,-1,-0.9722838997840881,teknoloji 
hedef türkiye virüs degil bir plan abdnin raporunda türkiye var corona virüsün pandemi ilân edilmesi bahâne asil olan biyoterör saldirisi olmasini kâmufle etmekti basardilar,-1,-0.9781577587127686,teknoloji 
marketlere sorusturma rekabet kurulu türkiye’nin önde gelen marketlerine sorusturma baslatti covid19 koronavirus corona coronavirus covid19 eczaci eczacilartakiplesiyor eczacinagüven maske maskeyok,1,0.9151797294616699,ekonomi 
son dakika basketbolda corona virüs sonrasi liglerin durumu belli oluyor türkiye basketbol federasyonu tbf korona virüs salgini nedeniyle ara verilen liglerin durumu ilgili karar vermek üzere yarin 1400te toplanacak türkçe sondakika gündem,1,0.7018798589706421,spor 
türkiye rotary 2420 bölge corona virüsü mücadelede istanbul cerrahpasa tip fakültesine “mobil bilgisayarli tomografi” cihazi bagisladi rotary insanliga hizmet ederrotary rotarydergisi findiklirotarykulübü rotary2420bölge rotarytürkiye,1,0.7679875493049622,teknoloji 
birinci gündem corona bunu biliyoruz simdi normallesme den bahsediliyor ben ekonomiden deger veriyorum sagliga bence evde kal türkiye evde kal istanbul,-1,-0.9326688647270203,ekonomi 
yenisehirbelediyesi türkiye yenisehir corona abdullahozyigit covid19 yenisehirbeltr korona mersinhaber mersin turkey drfahrettinkoca saglikbakanligi eczaozyigit yenisehirbel,0,-0.5889490246772766,teknoloji 
silivri cezaevinde 42 tutukluda corona virüsü tespit edilmis türkiye’nin diger cezaevlerinden buna benzer haberler gelmekte allah muhafaza insanlar zor durumdalar insanlari cezaevlerinden çikarmayarak bir soykirim uygulanmaktadir koronasilivride aciltahliye,-1,-0.9892982244491577,dunya 
turizm bakani türkiyeye gelen yolcuya ‘corona testi uygulanacak gtgt sondakika haber sondakikahaber haberler,1,0.8510894775390625,ekonomi 
9 mayis itibariyle türkiye corona virus gostergeleri coronavirusturkey covid2019tr coronaturkiye coronavirus covid19turkey covid19turkiye,-1,-0.795965850353241,teknoloji 
anneler günü kutlu olsun tokat tokatagitmekgerek müfide ersoy almus artova basçiftlik erbaa niksar pazar resadiye sulusaray turhal yesilyurt zile türkiye memleket türkiye evdekal evdekaltürkiye koronavirüsü corona anne annelergünü,-1,-0.8772750496864319,kultur 
bilim covid19 coronavirus trc19 ilaç türkiye corona virüse karsi yerli ilaç ‘trc 19’da güncel gelismeler,0,0.5269027948379517,teknoloji 
turizm bakani türkiye’ye gelen yolcuya corona testi uygulanacak,0,-0.5933868885040283,ekonomi 
turizm bakani türkiye’ye gelen yolcuya corona testi uygulanacak,0,-0.5933868885040283,ekonomi 
turizm bakani türkiye’ye gelen yolcuya corona testi uygulanacak,0,-0.5933868885040283,ekonomi 
chp corona salgininin ak partiyi bitirecegini kendisininde gümüs tepsi içinde tipis tipis iktidara gelecegini zannediyordu fakat corona türkiye saglikta dünyada 1 numara çikipta ak partide salgindan güçlenerek çikip oylarida anketlerde 45 e çikinca chp kudurdu,-1,-0.9893233776092529,siyaset 
turizm bakani türkiye’ye gelen yolcuya corona testi uygulanacak sondakika,1,0.8922693729400635,ekonomi 
aninda sonuc veren bir test var mi turizm bakani türkiye’ye gelen yolcuya ‘corona’ testi uygulanacak,0,0.5695088505744934,ekonomi 
hayvanlari ögreniyorum alfabeyi ögreniyorum boyama kitaplarimiz kitapyurducom seçkin kitapçilarda evdekal evdekalkitapoku covid19 corona türkiye türkiyeokuyor çocuk çocukedebiyati boyamateknikleri boyamakitabi etkinlik boyama okulöncesi,1,0.9470967054367065,kultur 
corona sonrasi kurulacak yeni düzende türkiye cumhuriyeti büyük güç olacaksa eger bunun nisanesi olarak ayasofya acilsin ayasofya turkiyeningundemi pazar,-1,-0.9585124850273132,ekonomi 
tff 1inci ligde sezona corona virüs salgini nedeniyle verilen arada antrenmanlara yeniden baslayan akhisarsporda teknik direktör yilmaz vural türkiye futbol federasyonu kulüpler birligini elestirdi,-1,-0.9943230748176575,spor 
kamuoyuna saygiyla duyurulur afyonkarahisar çay çaykaymakamligi içisleribakanligi türkiye güvenlik güvenliktedbirleri covid19 corona stayhome evdehayatvar evdekal evdekaltürkiye hayatevesigar stayhome,0,0.5853914022445679,siyaset 
almanyada camiler ibadete açiliyor türkiyeye avmler alisverise açiliyor sahilde temiz havada gezmek yasak avm kapali ortamda alisveris serbest ayasofya pazar annelergunu niyet covid19 corona devletbizizsizkimsiniz,-1,-0.6582686901092529,dunya 
turizm bakani türkiye’ye gelen yolcuya ‘corona’ testi uygulanacak,-1,-0.6018463373184204,ekonomi 
anlik pendik erolabbeyt evdekaltürkiye evdekal covid19 covid19 covid19tr sondakika corona türkiye istanbul pendik gündem,1,0.9903997778892517,kultur 
rahat hanin ilk uzun bölümü yayinda felsefe ha dükkan anilarini covid19u isveçin corona politikasini ifade özgürlügünü londrayi türkiyenin gelecegini konustuk,1,0.8711479902267456,kultur 
corona türkiye’de tirmaniyor gün 311 yeni vaka 5 hastayi kaybettik,-1,-0.601783037185669,saglik 
littleshytaee 15 ay sonra türkiyeye döncem sen yeni ögreniyorsun olmaz kkkkk coronadan önce izmirden istanbula gitmek kadar kolaydi koreye gitmek henüz 3 kere gitmistim corona vurdu,1,0.92570960521698,dunya 
nesrinnas bunlarab ye hazirlik sürecini corona sürecine denk getirerekab yi zayif bir süreçte geçtigini saniyorlarkendilerincecoronayiab ye üye olma oyununa çevirmeye kalkisanlaroyunda yenik çikacaklarini biliyorlar micorona sonratürkiye fazla ab ye bagimli hale gelecek,1,0.810372531414032,teknoloji 
türkiyede son 24 saatte coronadan 50 kisi öldü,-1,-0.9089250564575195,dunya 
türkiyeyi takip ediyorum doktorlar gerçekten basarili kadar basarili olursaniz olun istediginiz önlemler bilim kurulu kararlari alinamiyorsa basarili olmazsiniz almanyada hakim görüs corona 1 yil ülkeyi ugrastiracak planlandi prof dr ali canbay,1,0.8755862712860107,saglik 
‘corona’ türkiye’de 50 can aldi toplam vaka sayisi 137 bin 115’e çikti,-1,-0.9914600253105164,dunya 
annelerin anneler günü kutlu olsun yükümü al hatti 0342 238 24 00 annelergünü nakliye tasimacilik nakliyat nakliyatfirmalari gnatasimacilik gaziantep yük kargo türkiye evdekal corona korona ramazan,1,0.8774194121360779,ekonomi 
hakanchelik cnnturk mehmetnuriersoy türkiye coronakrizi turizmde bir sans olarak degerlendire bilir yeni bir satis platformu üzeri bütün satislari koordineli sekilde düzenleyebilir burada katma deger ülke içi saglar,1,0.9140070080757141,ekonomi 
iste türkiye’nin iki aylik corona mücadelesi vaka sayisi 137 bin 115 ölü sayisi 3 bin 739 oldu doruk çakarin haberi,-1,-0.8012223243713379,dunya 
galatasaray takimdan ayrilacagi konusulan radamel falcaonun yerini hirvat golcü mario mandzukic doldurmayi planliyor medyasoftnet galatasaray igersgs ultraslan türkiye turkiye süperlig superlig falcao radamelfalcao korona corona spor futbol football,1,0.8165821433067322,spor 
corona days adana türkiye erhan gürkan,1,0.8946698307991028,kultur 
turizm bakani türkiye’ye gelen yolcuya ‘corona’ testi uygulanacak,-1,-0.6018463373184204,ekonomi 
türkiye’de üretilen ‘corona’ ilacinin satisina izin,-1,-0.9551470875740051,ekonomi 
